VDR       	 N. UNICRE        	  CADEIA    	 NOME                                    	                                                  
2294015	3500000	9113424	 CONTINENTE  PORTAL CLIENTE              	                                                  
2294023	881424	9113424	 CONTINENTE ICE FERR.BORGES              	                                                  
2294031	9999315	9113424	 CONTINENTE CETELEM TESTE                	                                                  
2294049	0	9113424	 CONTINENTE SEDE CETELEM                 	                                                  
2294056	0	9113432	 CONTINENTE ON LINE TLANTIC              	                                                  
2294064	0	9113432	 CONTINENTEONLINE VINHOS-ANTIGA          	                                                  
2294072	0	9113440	 CONTINENTE MDL CANTANHEDE               	                                                  
2294080	888908	9113440	 CONTINENTE MODELO GUARDA                	                                                  
2294098	0	9113440	 CONTINENTE MODELO PORTAL CLTE           	                                                  
2294106	888494	9113440	 CONTINENTE MODELO POMBAL                	                                                  
2294114	881057	9113440	 CONTINENTE MODELO MONTELAVAR            	                                                  
2294122	3666666	9113440	 CONTINENTE MDL CETELEM TESTE            	                                                  
2294130	0	9113440	 CONTINENTE MDL SEDE CETELEM             	                                                  
2294148	0	9113606	 FRM FELGUEIRAS                          	                                                  
2294155	0	9113606	 FRM GUARDA                              	                                                  
2294163	888080	9113606	 FRM POMBAL                              	                                                  
2294171	888447	9113606	 ASD COVILHA                             	                                                  
2294189	888449	9113606	 ASD VILA REAL                           	                                                  
2294197	888486	9113606	 ASD CONTINENTE GAIA                     	                                                  
2294205	888487	9113606	 ASD LOURES SHOPPING                     	                                                  
2294213	888488	9113606	 ASD AMADORA                             	                                                  
2294221	888489	9113606	 ASD SEIXAL                              	                                                  
2294239	888719	9113606	 ASD CALDAS DA RAINHA                    	                                                  
2294247	881160	9113606	 FRM MONTELAVAR                          	                                                  
2294254	881264	9113606	 FRM RIBEIRA GRANDE - INSCO              	                                                  
2294262	881265	9113606	 FRM LAGOA - INSCO                       	                                                  
2294270	881325	9113606	 ASD LECA BALIO                          	                                                  
2294288	0	9113630	 BOM BOCADO MANGUALDE                    	                                                  
2294296	888344	9113630	 BOM BOCADO POMBAL                       	                                                  
2294304	888356	9113630	 CAFETARIA AGUEDA                        	                                                  
2294312	888357	9113630	 CAFETARIA AREOSA                        	                                                  
2294320	888361	9113630	 CAFETARIA REBORDOSA                     	                                                  
2294338	888456	9113630	 CAFETARIA MAIA                          	                                                  
2294346	888698	9113630	 CAFETARIA QUINTA CONDE                  	                                                  
2294353	888815	9113630	 CAFETARIA CHAVES                        	                                                  
2294361	881044	9113630	 CAFETARIA VISEU                         	                                                  
2294379	881045	9113630	 CAFETARIA SANTAREM                      	                                                  
2294387	881068	9113630	 CAFETARIA TAPADA MERCES                 	                                                  
2294395	881071	9113630	 BOM BOCADO MONTELAVAR                   	                                                  
2294403	881075	9113630	 BOM BOCADO LEIRIA SHOPPING              	                                                  
2294411	881130	9113630	 CAFETARIA BARREIRO                      	                                                  
2294429	881184	9113630	 CAFETARIA AMARANTE                      	                                                  
2294437	881285	9113630	 BOM BOCADO MAIA SHOPPING                	                                                  
2294445	881307	9113648	 BOOK IT BRAGANCA                        	                                                  
2294452	881315	9113648	 BOOK IT VIANA ESTACAO                   	                                                  
2294460	882000	9113648	 BOOK IT ESPACO GUIMARAES 2              	                                                  
2294478	881322	9113614	 OPTICA LEIRIA SHOPPING                  	                                                  
2294486	881427	9113614	 OPTICA FUNDAO                           	                                                  
2294494	881428	9113614	 OPTICA TOMAR                            	                                                  
2294502	881429	9113614	 OPTICA VILA CONDE                       	                                                  
2294510	881430	9113614	 OPTICA BRAGA                            	                                                  
2294528	881432	9113614	 OPTICA CASTELO BRANCO                   	                                                  
2294536	881433	9113614	 OPTICA S J MADEIRA                      	                                                  
2294544	0	9113424	 BOM BOCADO DOLCE VITA TEJO              	                                                  
2294551	0	9113424	 FRM DOLCE VITA TEJO                     	                                                  
2294569	0	9113697	 SPORTZONE ELCHE                         	                                                  
2294577	0	9113697	 SPORTZONE ALZAMORA                      	                                                  
2294585	0	9113697	 SPORTZONE FUENLABRADA                   	                                                  
2294593	0	9113697	 SPORTZONE VILLAMARINA                   	                                                  
2294601	0	9113697	 SPORTZONE LORCA                         	                                                  
2294619	0	9113697	 SPORTZONE MADRID                        	                                                  
2294627	0	9113697	 SPORTZONE FERROL                        	                                                  
2294635	0	9113697	 SPORTZONE ZARAGOZA                      	                                                  
2294643	0	9113697	 SPORTZONE CORUNHA                       	                                                  
2294650	0	9113697	 SPORTZONE LA GAVIA MADRID               	                                                  
2294668	0	9113697	 SPORTZONE MURCIA                        	                                                  
2294676	0	9113697	 SPORTZONE SITE ESPANHA                  	                                                  
2294684	0	9113697	 SPORTZONE CORUNHA II                    	                                                  
2294692	0	9113697	 SPORTZONE GRAN MANZANA                  	                                                  
2294700	0	9113697	 SPORTZONE CORNELLA SPLAU                	                                                  
2294718	0	9113697	 SPORTZONE ALGECIRAS                     	                                                  
2294726	0	9113697	 SPORTZONE TRES AGUAS                    	                                                  
2294734	0	9113697	 SPORTZONE ARENA MULTIESPACIO            	                                                  
2294742	0	9113697	 SPORTZONE CC PARQUE CORREDOR            	                                                  
2294759	0	9113697	 SPORTZONE ZARAGOZA LOS ENLACES          	                                                  
2294767	0	9113697	 SPORTZONE AQUA MULTIESPACIO             	                                                  
2294775	0	9113697	 SPORTZONE VIGO                          	                                                  
2294783	0	9113697	 SPORTZONE ESPAI GIRONES                 	                                                  
2294791	0	9113697	 SPORTZONE XANADU                        	                                                  
2294809	0	9113697	 SPORTZONE VECINDARIO CC                 	                                                  
2294817	0	9113697	 SPORTZONE CCLASARENAS-GRANCANA          	                                                  
2294825	0	9113697	 SPORTZONE CARREFOUR TENERIFE            	                                                  
2294833	0	9113697	 SPORTZONE DEILAND CC                    	                                                  
2294841	992101	9113465	 WORTEN BARREIRO 2                       	                                                  
2294858	992102	9113465	 WORTEN PENICHE                          	                                                  
2294866	992103	9113465	 WORTEN BARCELOS                         	                                                  
2294874	992104	9113465	 WORTEN RIO MAIOR                        	                                                  
2294882	888927	9113424	 CONTINENTE BARREIRO                     	                                                  
2294890	881425	9113424	 CONTINENTE ICE DAMIAO GOIS              	                                                  
2294908	881391	9113440	 CONTINENTE MODELO RIO MAIOR             	                                                  
2294916	881392	9113440	 CONTINENTE MODELO PENICHE               	                                                  
2294924	881393	9113440	 CONTINENTE MODELO BARCELOS              	                                                  
2294932	888085	9113606	 FRM BARCELOS                            	                                                  
2294940	881154	9113606	 FRM BARREIRO 2                          	                                                  
2294957	881324	9113606	 FRM PENICHE                             	                                                  
2294965	881329	9113606	 FRM RIO MAIOR                           	                                                  
2294973	881060	9113630	 CAFETARIA LOULE II                      	                                                  
2294981	881076	9113630	 BOM BOCADO BARREIRO                     	                                                  
2294999	881248	9113630	 CAFETARIA PACOS FERREIRA                	                                                  
2295004	881287	9113630	 BOM BOCADO RIO MAIOR                    	                                                  
2295012	881289	9113630	 BOM BOCADO PENICHE                      	                                                  
2295020	881297	9113630	 BOM BOCADO BARCELOS                     	                                                  
2295038	881447	9113630	 BOM BOCADO CASCAIS                      	                                                  
2295046	881251	9113606	 PET E PLANTS LECA BALIO                 	                                                  
2295053	881310	9113606	 BOOK IT FERREIRA BORGES                 	                                                  
2295061	881314	9113606	 BOOK IT BARCELOS                        	                                                  
2295079	881163	9113606	 OPTICA GULPILHARES                      	                                                  
2295087	881431	9113606	 OPTICA AGUEDA                           	                                                  
2295095	881452	9113606	 OPTICA BARREIRO                         	                                                  
2295103	881455	9113606	 OPTICA MODELO FELGUEIRAS                	                                                  
2295111	881459	9113606	 OPTICA TORRES NOVAS                     	                                                  
2299121	0	9113705	 WORTEN MOBILE VASCO DA GAMA             	                                                  
2299139	0	9113697	 SPORTZONE                               	                                                  
2299147	0	9113515	 CONTINENTE PRE-ACEITES                  	                                                  
2299154	0	9113523	 CONTINENTE PRE ACEITESCFAMILIA          	                                                  
2299162	0	9113523	 CONTINENTE PRE ACEITES CRDF             	                                                  
2299170	0	9113531	 CONTINENTE MODELO PRE-ACEITES           	                                                  
2299188	0	9113531	 CONTINENTE MDL PRE ACEITES CRD          	                                                  
2299196	0	9113671	 PPR PA SPORTZONE                        	                                                  
2299204	0	9113671	 PPR PC SPORTZONE                        	                                                  
2299212	0	9113655	 PPR PA WORTEN                           	                                                  
2299220	0	9113655	 PPR PC WORTEN                           	                                                  
2299238	0	9113663	 PPR PA VOBIS                            	                                                  
2299246	0	9113663	 PPR PC VOBIS                            	                                                  
2299303	0	9113580	 SPORTZONE PRE-ACEITES CLT CCL           	                                                  
2299311	0	9113580	 SPORTZONE PREACEIT CLT CETELEM          	                                                  
2299329	0	9113580	 SPORTZONE PRE-ACEITES CLT FIDE          	                                                  
2299337	0	9113598	 SPORTZONE  BICONTRATO                   	                                                  
2299345	0	9113549	 WORTEN PRE-ACEITES                      	                                                  
2299352	0	9113556	 WORTEN BI-CONTRATO                      	                                                  
2299360	0	9113564	 VOBIS PRE-ACEITES                       	                                                  
2299378	0	9113572	 VOBIS BI-CONTRATO                       	                                                  
2299386	0	9113648	 BOOK IT DOLCE VITA TEJO                 	                                                  
2299394	0	9113697	 SPORTZONE LAS PALMERAS                  	                                                  
2299402	0	9113697	 SPORTZONE LAS ROTONDAS                  	                                                  
2299410	0	9113432	 CONTINENTE ON LINE TLANTIC              	                                                  
2299428	0	9113432	 CONTINENTEONLINE VINHOS-ANTIGA          	                                                  
2299436	881293	9113630	 BOM BOCADO NORTESHOP                    	                                                  
2299444	838001	9113424	 CONTINENTE MATOSINHOS                   	                                                  
2302206	0	9113432	 COL CREDSCORE VIRTUAL                   	                                                  
2302214	0	9113465	 WOL CREDSCORE VIRTUAL                   	                                                  
2302735	999666	9113424	 TESTE FUSAO PILOTO SIBS SONAE           	                                                  
2302875	0	9113432	 CONTINENTE ONLINE                       	                                                  
2304491	888766	9113606	 FRM VASCO GAMA                          	                                                  
2304517	2304517	9113424	 CONTINENTE MAIA JARDIM                  	                                                  
2304525	2304525	9113424	 CONTINENTE O.FREEP ALCOCHETE            	                                                  
2304533	2304533	9113457	 CONTINENTE B DIA MASSARELOS             	                                                  
2304541	2304541	9113440	 CONTINENTE MODELO LIXA                  	                                                  
2304558	2304558	9113440	 CONTINENTE MDL MAIA VIVACI              	                                                  
2304566	2304566	9113465	 WORTEN MAIA VIVACI                      	                                                  
2304574	2304574	9113440	 CONTINENTE MODELO REGUA                 	                                                  
2304582	2304582	9113465	 WORTEN REGUA                            	                                                  
2304590	2304590	9113440	 CONTINENTE MODELO POMBAL                	                                                  
2304608	2304608	9113465	 WORTEN MAIA JARDIM                      	                                                  
2304616	2304616	9113440	 CONTINENTE MDL MONTELAVAR               	                                                  
2304624	2304624	9113705	 WORTEN MOBILE SETE RIOS                 	                                                  
2304632	2304632	9113424	 CONTINENTE ICE FERR BORGES              	                                                  
2304640	2304640	9113465	 WORTEN LIXA                             	                                                  
2304657	2304657	9113424	 CONTINENTE ICE DAMIAO GOIS              	                                                  
2304665	2304665	9113705	 WORTEN MOBILE MAIA JARDIM               	                                                  
2304673	2304673	9113424	 CONTINENTE MAIA JRADIM                  	                                                  
2304681	2304681	9113424	 CONTINENTE TAVIRA                       	                                                  
2304699	2304699	9113705	 WORTEN MOBILE ESP.GUIMARAES             	                                                  
2304707	2304707	9113440	 CONTINENTE MDL LECA BALIO               	                                                  
2304715	2304715	9113424	 CONTINENTE O FREEP ALCOCHETE            	                                                  
2304723	2304723	9113440	 CONTINENTE MODELO OVAR                  	                                                  
2304731	2304731	9113440	 CONTINENTE MODELO SESIMBRA              	                                                  
2304749	2304749	9113465	 WORTEN MONTELAVAR                       	                                                  
2304756	2304756	9113457	 CONTINENTE BDIA MASSARELOS              	                                                  
2304764	2304764	9113465	 WORTEN TAVIRA                           	                                                  
2304772	2304772	9113465	 WORTEN POMBAL                           	                                                  
2304780	2304780	9113705	 WORTEN MOBILE D.VITA TEJO               	                                                  
2304798	2304798	9113705	 WORTEN MOBILE TAVIRA                    	                                                  
2304806	2304806	9113440	 CONTINENTE MODELO LIXA                  	                                                  
2304814	2304814	9113697	 SPORTZONE MAIA VIVACI                   	                                                  
2304822	2304822	9113697	 SPORTZONE MAIA JARDIM                   	                                                  
2304830	2304830	9113440	 CONTINENTE MDL MAIA VIVACI              	                                                  
2304848	2304848	9113465	 WORTEN DOLCE VITA TEJO                  	                                                  
2304855	2304855	9113697	 SPORTZONE FREEP.ALCOCHETE               	                                                  
2304863	2304863	9113440	 CONTINENTE MODELO REGUA                 	                                                  
2304871	2304871	9113465	 WORTEN FERRARA PLAZA                    	                                                  
2304889	2304889	9113465	 WORTEN SESIMBRA                         	                                                  
2304897	2304897	9113697	 SPORTZONE FREEP.ALCOCHETE               	                                                  
2304905	2304905	9113440	 CONTINENTE MODELO POMBAL                	                                                  
2304913	2304913	9113440	 CONTINENTE MDL MONTELAVAR               	                                                  
2304921	2304921	9113697	 SPORTZONE ESPACO GUIMARAES              	                                                  
2304939	2304939	9113424	 CONTINENTE ICE FERR.BORGES              	                                                  
2304947	2304947	9113697	 SPORTZONE TAVIRA                        	                                                  
2304954	2304954	9113697	 SPORTZONE DOLCE VITA TEJO               	                                                  
2304962	2304962	9113705	 WORTEN MOBILE MARCOSHOP                 	                                                  
2304970	2304970	9113440	 CONTINENTE MDL CANTANHEDE               	                                                  
2304988	2304988	9113440	 CONTINENTE MODELO S J VER               	                                                  
2304996	2304996	9113440	 CONTINENTE MDL S F MARINHA              	                                                  
2305001	2305001	9113465	 WORTEN MINHO CENTER                     	                                                  
2305019	2305019	9113440	 CONTINENTE MODELO ALVERCA               	                                                  
2305027	2305027	9113440	 CONTINENTE MDL PONTE LIMA               	                                                  
2305035	2305035	9113457	 CONTINENTE BOM DIA VIANA                	                                                  
2305183	2305183	9113648	 BOOK IT FORUM SINTRA                    	                                                  
2305191	2305191	9113697	 SPORTZONE FORUM SINTRA                  	                                                  
2305209	2305209	9113465	 WORTEN FORUM SINTRA                     	                                                  
2305217	2305217	9113424	 CONTINENTE TIRES                        	                                                  
2305282	2305282	9113630	 BOM BOCADO FORUM SINTRA                 	                                                  
2305332	0	9113697	 SPORTZONE MARINEDA CITY                 	                                                  
2305340	0	9113697	 SPORTZONE FAJARDO                       	                                                  
2305357	2305357	9113606	 FRM GULPILHARES                         	                                                  
2305498	2305498	9113606	 FRM LOUREL                              	                                                  
2305639	2305639	9113424	 CONTINENTE ICE RUA ALEGRIA              	                                                  
2305738	0	9113697	 SPORTZONE MARBELLA                      	                                                  
2305746	2305746	9113606	 FRM CONTINENTE CASCAIS                  	                                                  
2306330	2306330	9113606	 QSQ CASCAIS                             	                                                  
2306348	2306348	9113606	 QSQ VASCO DA GAMA                       	                                                  
2306355	2306355	9113606	 QSQ RIO SUL - SEIXAL                    	                                                  
2306363	0	9113606	 QSQ COLOMBO                             	                                                  
2306579	2306579	9113606	 FRM FARO                                	                                                  
2306587	2306587	9113606	 FRM OLHAO                               	                                                  
2306603	2306603	9113697	 SPORTZONE HORTA                         	                                                  
2306686	0	9113697	 SPORTZONE SIETE PALMAS                  	                                                  
2307098	2307098	9113697	 SPORTZONE R.P. TORRES NOVAS             	                                                  
2307155	0	9113697	 SPORTZONE CALLE TRIANA                  	                                                  
2307163	0	9113697	 SPORTZONE ALCORCON                      	                                                  
2307205	2307205	9113630	 BOM BOCADO HORTA - INSCO SA             	                                                  
2307213	2307213	9113648	 BOOK IT HORTA                           	                                                  
2307221	2307221	9113606	 FRM HORTA                               	                                                  
2307544	2307544	9113630	 BOM BOCADO LAGOA - INSCO SA             	                                                  
2307866	2307866	9113465	 WORTEN EVORA RETAIL                     	                                                  
2308104	0	9113697	 SPORTZONE BENIDORME                     	                                                  
2308229	0	9113606	 QSQ COLOMBO                             	                                                  
2308237	2308237	9113606	 QSQ COLOMBO II                          	                                                  
2308245	2308245	9113606	 QSQ MATOSINHOS                          	                                                  
2308252	2308252	9113606	 QSQ CASCAIS II                          	                                                  
2310753	2310753	9113465	 WORTEN SANTA MARIA FEIRA                	                                                  
2310837	2310837	9113457	 CONTINENTE BOM DIA RAMALDE              	                                                  
2310993	2310993	9113697	 SPORTZONE SANTA MARIA FEIRA             	                                                  
2311223	0	9113697	 SPORTZONE MAJADAHONDA                   	                                                  
